Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Score_class
NFL Head Coach,15,2006,10,Electronic Arts,0.09,0.03,0.0,0.0,0.12,69.0,26.0,7.1,9.0,EA Tiburon,1,Average
Onimusha: Blade Warriors,7,2003,2,Capcom,0.06,0.05,0.0,0.02,0.12,65.0,33.0,6.9,7.0,Capcom,6,Low
Disney's Extreme Skate Adventure,4,2003,10,Activision,0.09,0.02,0.0,0.0,0.12,76.0,18.0,7.6,5.0,Toys for Bob,1,Average
NBA 2K2,4,2002,10,Sega,0.09,0.02,0.0,0.0,0.12,90.0,13.0,8.0,4.0,Visual Concepts,1,High
Psychonauts,15,2005,4,THQ,0.09,0.03,0.0,0.0,0.12,88.0,54.0,9.0,71.0,Double Fine Productions,6,High
Jeremy McGrath Supercross World,4,2002,6,Acclaim Entertainment,0.09,0.02,0.0,0.0,0.12,36.0,14.0,5.6,5.0,Acclaim,1,Low
Airborne Troops: Countdown to D-Day,7,2005,8,Playlogic Game Factory,0.06,0.05,0.0,0.02,0.12,39.0,4.0,8.1,9.0,WideScreen Games,6,Low
The Sky Crawlers: Innocent Aces,12,2008,9,Namco Bandai Games,0.08,0.02,0.01,0.01,0.12,74.0,42.0,7.9,13.0,Access Games,6,Average
nail'd,8,2010,6,Deep Silver,0.08,0.02,0.0,0.02,0.12,66.0,36.0,6.2,13.0,Techland,2,Low
Lost Magic,2,2006,7,Ubisoft,0.09,0.0,0.02,0.01,0.12,68.0,44.0,8.2,32.0,Taito Corporation,1,Average
Marvel Avengers: Battle for Earth,13,2012,0,Ubisoft,0.06,0.04,0.0,0.01,0.12,50.0,10.0,5.0,25.0,Ubisoft Quebec,6,Low
Alice: Madness Returns,5,2011,1,Electronic Arts,0.0,0.1,0.0,0.02,0.12,75.0,29.0,8.4,559.0,Spicy Horse,4,Average
Raiden IV,14,2008,8,Moss,0.1,0.0,0.01,0.01,0.12,63.0,4.0,7.8,10.0,Moss,2,Low
Tom Clancy's Splinter Cell: Blacklist,13,2013,0,Ubisoft,0.04,0.07,0.0,0.01,0.12,75.0,5.0,7.8,148.0,Ubisoft Toronto,4,Average
Phantasy Star Universe,14,2006,7,Sega,0.09,0.01,0.0,0.01,0.12,64.0,34.0,7.4,42.0,Sonic Team,6,Low
Peggle: Dual Shot,2,2009,5,PopCap Games,0.11,0.0,0.0,0.01,0.12,84.0,17.0,8.2,21.0,Q Entertainment,1,High
Spider-Man: Edge of Time,0,2011,0,Activision,0.08,0.03,0.0,0.01,0.12,50.0,7.0,6.4,12.0,Beenox,6,Low
Cruis'n,12,2007,6,Midway Games,0.1,0.01,0.0,0.01,0.12,25.0,7.0,3.7,18.0,Midway Studios - San Diego,1,Low
Samurai Warriors 4-II,9,2015,0,Tecmo Koei,0.03,0.02,0.06,0.01,0.12,73.0,26.0,7.3,24.0,Omega Force,6,Average
Castlevania: Curse of Darkness,15,2005,0,Konami Digital Entertainment,0.09,0.03,0.0,0.0,0.12,74.0,26.0,7.0,13.0,Konami,4,Average
Lost Planet 3,14,2013,8,Capcom,0.07,0.03,0.01,0.01,0.12,58.0,43.0,5.8,142.0,Spark Unlimited,6,Low
Battles of Prince of Persia,2,2005,11,Ubisoft,0.1,0.01,0.0,0.01,0.12,64.0,16.0,7.7,14.0,Ubisoft Montreal,2,Low
Turok: Evolution,3,2002,8,Acclaim Entertainment,0.08,0.03,0.0,0.0,0.12,72.0,8.0,7.0,5.0,RFX Interactive,6,Average
Marvel Trading Card Game,2,2007,3,Konami Digital Entertainment,0.11,0.0,0.0,0.01,0.12,61.0,17.0,4.9,7.0,1st Playable Productions,6,Low
Nightshade,7,2003,0,Sega,0.06,0.04,0.0,0.01,0.12,68.0,39.0,7.7,20.0,Wow Entertainment,4,Average
CSI: Crime Scene Investigation,15,2004,1,Ubisoft,0.09,0.03,0.0,0.0,0.12,45.0,14.0,7.3,4.0,369 Interactive,4,Low
LEGO Batman 2: DC Super Heroes,13,2013,0,Warner Bros. Interactive Entertainment,0.04,0.06,0.0,0.01,0.12,77.0,7.0,7.3,31.0,TT Games,2,Average
Buffy the Vampire Slayer: Chaos Bleeds,15,2003,0,Vivendi Games,0.09,0.03,0.0,0.0,0.12,73.0,26.0,8.4,14.0,Eurocom Entertainment Software,6,Average
Onechanbara: Bikini Zombie Slayers,12,2008,0,D3Publisher,0.11,0.0,0.0,0.01,0.12,55.0,24.0,8.0,20.0,Tamsoft,4,Low
Tropico 5,5,2014,9,Kalypso Media,0.02,0.09,0.0,0.01,0.12,75.0,51.0,7.0,351.0,Haemimont,6,Average
Reality Fighters,11,2012,2,Sony Computer Entertainment,0.05,0.05,0.0,0.02,0.12,54.0,39.0,3.8,30.0,Novarama,6,Low
Dragon Ball: Origins,2,2008,0,Atari,0.08,0.02,0.0,0.01,0.12,78.0,18.0,7.5,15.0,Game Republic,6,Average
FIFA 17,5,2016,10,Electronic Arts,0.0,0.11,0.0,0.01,0.12,84.0,12.0,4.2,160.0,"EA Sports, EA Vancouver",1,High
Armored Core: Verdict Day,8,2013,9,From Software,0.0,0.0,0.12,0.0,0.12,66.0,18.0,7.4,28.0,From Software,6,Low
Lost in Shadow,12,2010,4,Konami Digital Entertainment,0.09,0.0,0.01,0.01,0.12,68.0,38.0,8.7,18.0,Hudson Soft,2,Average
NHL 2K3,15,2002,10,Sega,0.09,0.02,0.0,0.0,0.12,89.0,17.0,7.1,14.0,Treyarch,1,High
Die Hard: Vendetta,4,2002,8,NDA Productions,0.09,0.02,0.0,0.0,0.12,54.0,23.0,7.0,10.0,Bits Studios,4,Low
F1 2002,7,2002,6,Electronic Arts,0.05,0.04,0.02,0.01,0.12,81.0,11.0,6.4,10.0,Visual Sciences,1,High
Every Extend Extra,10,2006,8,Disney Interactive Studios,0.1,0.0,0.0,0.01,0.12,74.0,45.0,7.3,9.0,Q Entertainment,1,Average
FIFA Soccer,10,2005,10,Electronic Arts,0.11,0.0,0.0,0.01,0.12,73.0,23.0,7.7,22.0,EA Canada,1,Average
Darkspore,5,2011,7,Electronic Arts,0.07,0.03,0.0,0.01,0.12,65.0,52.0,6.0,133.0,Maxis,6,Low
Self-Defense Training Camp,14,2011,10,Ubisoft,0.08,0.03,0.0,0.01,0.12,21.0,5.0,5.0,25.0,Ubisoft,6,Low
Sphinx and the Cursed Mummy,15,2003,0,THQ,0.09,0.02,0.0,0.0,0.12,79.0,21.0,9.1,11.0,Eurocom Entertainment Software,6,High
GT Advance 2: Rally Racing,3,2001,6,THQ,0.08,0.03,0.0,0.0,0.11,77.0,12.0,6.0,4.0,MTO,1,Average
Deception IV: Blood Ties,8,2014,0,Tecmo Koei,0.03,0.02,0.06,0.01,0.11,70.0,19.0,8.2,27.0,Koei Tecmo Games,4,Average
Tenchu: Shadow Assassins,10,2009,0,Ubisoft,0.03,0.02,0.05,0.01,0.11,68.0,18.0,7.4,18.0,From Software,4,Average
Cabela's Deer Hunt 2005 Season,15,2004,10,Activision,0.09,0.02,0.0,0.0,0.11,59.0,5.0,7.5,6.0,Sand Grain Studios,6,Low
Dead Man's Hand,15,2004,8,Atari,0.09,0.02,0.0,0.0,0.11,62.0,31.0,8.1,9.0,Human Head Studios,6,Low
Smash Cars,7,2003,6,Metro 3D,0.06,0.04,0.0,0.01,0.11,67.0,15.0,9.0,5.0,Creat Studios,1,Average
NASCAR 07,7,2006,6,Electronic Arts,0.06,0.04,0.0,0.01,0.11,68.0,26.0,8.9,16.0,EA Tiburon,1,Average
Tecmo Bowl: Kickoff,2,2008,10,Tecmo Koei,0.11,0.0,0.0,0.01,0.11,66.0,21.0,7.3,8.0,Polygon Magic,1,Low
Lost Horizon,5,2010,1,Deep Silver,0.0,0.1,0.0,0.02,0.11,77.0,24.0,7.9,27.0,Animation Arts,6,Average
Rugby 15,9,2015,10,Bigben Interactive,0.04,0.06,0.0,0.02,0.11,19.0,5.0,3.4,65.0,HB Studios Multimedia,1,Low
Dokapon Kingdom,7,2007,7,Sting,0.05,0.04,0.02,0.01,0.11,61.0,8.0,6.5,8.0,Sting,2,Low
Puzzle Quest 2,2,2010,5,D3Publisher,0.1,0.0,0.0,0.01,0.11,74.0,27.0,5.8,11.0,Infinite Interactive,2,Average
Phantasy Star Collection,3,2002,7,Atari,0.08,0.03,0.0,0.0,0.11,76.0,20.0,8.1,7.0,Digital Eclipse,1,Average
Disney Art Academy,0,2016,0,Nintendo,0.02,0.01,0.08,0.0,0.11,72.0,16.0,6.8,5.0,Headstrong Games,1,Average
A Witch's Tale,2,2009,7,Nippon Ichi Software,0.08,0.0,0.03,0.01,0.11,50.0,17.0,6.2,9.0,"Nippon Ichi Software, Hit Maker",2,Low
Hyperdimension Neptunia U: Action Unleashed,11,2014,0,Idea Factory International,0.03,0.01,0.06,0.01,0.11,71.0,20.0,6.8,44.0,Tamsoft,6,Average
Retro Game Challenge,2,2007,0,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,77.0,30.0,7.3,15.0,Indies Zero,1,Average
Shining Force NEO,7,2005,7,Sega,0.06,0.04,0.0,0.01,0.11,69.0,12.0,8.1,20.0,Neverland,6,Average
FIFA Street 2,4,2006,10,Electronic Arts,0.09,0.02,0.0,0.0,0.11,63.0,16.0,5.7,7.0,EA Canada,1,Low
Fantastic Four: Rise of the Silver Surfer,14,2007,0,Take-Two Interactive,0.1,0.01,0.0,0.01,0.11,45.0,30.0,5.4,16.0,Visual Concepts,6,Low
Monster Madness: Battle for Suburbia,14,2007,8,SouthPeak Games,0.1,0.0,0.0,0.01,0.11,55.0,29.0,5.2,18.0,"Artificial Studios, Immersion Software & Graphics",6,Low
Tom Clancy's EndWar,10,2008,11,Ubisoft,0.1,0.01,0.0,0.01,0.11,68.0,7.0,5.9,8.0,"Funatics Software, Funatics",6,Average
NFL Head Coach 09,14,2008,10,Electronic Arts,0.11,0.0,0.0,0.01,0.11,67.0,14.0,8.4,28.0,EA Tiburon,1,Average
Blood Drive,14,2010,6,Activision,0.09,0.01,0.0,0.01,0.11,40.0,21.0,6.5,10.0,Sidhe Interactive,4,Low
Phantom Dust,15,2004,0,Microsoft Game Studios,0.08,0.02,0.0,0.0,0.11,81.0,37.0,8.5,35.0,Microsoft Game Studios Japan,6,High
Growlanser Generations,7,2003,7,Atlus,0.06,0.04,0.0,0.01,0.11,81.0,19.0,7.7,19.0,Career Soft,6,High
Mega Man Battle Chip Challenge,3,2003,3,Capcom,0.08,0.03,0.0,0.0,0.11,54.0,25.0,8.3,8.0,Capcom,1,Low
Fatal Frame: Maiden of Black Water,13,2014,0,Nintendo,0.0,0.03,0.08,0.0,0.11,67.0,58.0,7.6,226.0,Koei Tecmo Games,4,Average
Prince of Persia: Rival Swords,10,2007,0,Ubisoft,0.08,0.02,0.0,0.01,0.11,74.0,16.0,8.2,19.0,"Pipeworks Software, Inc.",6,Average
Cold Winter,7,2005,8,Vivendi Games,0.06,0.04,0.0,0.01,0.11,73.0,41.0,8.2,23.0,Swordfish Studios,4,Average
Ring of Red,7,2000,11,Konami Digital Entertainment,0.06,0.04,0.0,0.01,0.11,82.0,15.0,8.7,11.0,Konami,6,High
Stubbs the Zombie in Rebel Without a Pulse,15,2005,0,THQ,0.08,0.02,0.0,0.0,0.11,75.0,55.0,8.1,16.0,Wideload Games Inc.,4,Average
Batman: Dark Tomorrow,15,2003,0,Kemco,0.08,0.02,0.0,0.0,0.11,25.0,13.0,3.6,18.0,HotGen,6,Low
Ping Pals,2,2004,3,THQ,0.1,0.0,0.0,0.01,0.11,28.0,17.0,3.9,26.0,WayForward,1,Low
MLB 13: The Show,11,2013,10,Sony Computer Entertainment,0.1,0.0,0.0,0.02,0.11,75.0,7.0,7.5,21.0,SCEA San Diego Studios,1,Average
18 Wheeler: American Pro Trucker,4,2002,6,Acclaim Entertainment,0.09,0.02,0.0,0.0,0.11,52.0,17.0,6.8,8.0,Acclaim Studios Cheltenham,1,Low
Split/Second,10,2010,6,Disney Interactive Studios,0.08,0.02,0.0,0.02,0.11,63.0,16.0,6.7,15.0,Black Rock Studio,2,Low
Warhammer: Battle March,14,2008,11,Deep Silver,0.09,0.02,0.0,0.01,0.11,55.0,30.0,6.7,20.0,Black Hole Games,4,Low
Batman: Rise of Sin Tzu,15,2003,0,Ubisoft,0.08,0.02,0.0,0.0,0.11,67.0,17.0,7.7,6.0,Ubisoft Montreal,6,Average
The King of Fighters XII,14,2009,2,Ignition Entertainment,0.09,0.0,0.01,0.01,0.11,63.0,57.0,4.2,33.0,SNK Playmore,6,Low
Spy vs Spy,15,2005,0,Global Star,0.08,0.02,0.0,0.0,0.11,53.0,34.0,8.0,8.0,Vicious Cycle,6,Low
Coraline,7,2009,0,D3Publisher,0.06,0.04,0.0,0.01,0.11,39.0,5.0,2.0,6.0,Papaya Studios,2,Low
Cold Fear,7,2005,0,Ubisoft,0.06,0.04,0.0,0.01,0.11,68.0,39.0,7.7,27.0,Darkworks,4,Average
Zubo,2,2008,3,Electronic Arts,0.08,0.02,0.0,0.01,0.11,75.0,19.0,7.6,75.0,EA Bright Light,2,Average
NHL Hitz 20-03,15,2002,10,Midway Games,0.08,0.02,0.0,0.0,0.11,81.0,19.0,8.5,13.0,Black Box,1,High
Murakumo: Renegade Mech Pursuit,15,2002,8,From Software,0.04,0.01,0.06,0.0,0.11,48.0,18.0,7.5,4.0,From Software,6,Low
Gun Metal,15,2002,8,Rage Software,0.08,0.02,0.0,0.0,0.11,63.0,17.0,7.6,8.0,Rage Software,6,Low
BloodRayne,4,2002,8,Universal Interactive,0.09,0.02,0.0,0.0,0.11,73.0,17.0,8.5,4.0,Terminal Reality,4,Average
ECW Anarchy Rulz,6,1999,2,Acclaim Entertainment,0.06,0.04,0.0,0.01,0.11,43.0,7.0,6.3,4.0,Acclaim,1,Low
InuYasha: A Feudal Fairy Tale,6,2002,2,Namco Bandai Games,0.0,0.0,0.1,0.01,0.11,69.0,5.0,9.0,74.0,Dimps Corporation,6,Average
Where the Wild Things Are,14,2009,4,Warner Bros. Interactive Entertainment,0.1,0.0,0.0,0.01,0.11,51.0,10.0,5.4,5.0,Griptonite Games,2,Low
TMNT,10,2007,0,Ubisoft,0.1,0.0,0.0,0.01,0.11,37.0,7.0,4.1,12.0,Ubisoft Montreal,2,Low
Sabrina The Teenage Witch: Potion Commotion,3,2002,0,Ubisoft,0.08,0.03,0.0,0.0,0.11,63.0,5.0,2.8,6.0,Ubisoft,1,Low
MLB Power Pros,7,2007,10,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11,80.0,10.0,8.8,11.0,Konami,1,High
Dementium II,2,2010,8,SouthPeak Games,0.09,0.01,0.0,0.01,0.11,75.0,25.0,8.3,31.0,Renegade Kid,4,Average
GoldenEye: Rogue Agent,2,2005,8,Electronic Arts,0.1,0.0,0.0,0.01,0.11,58.0,25.0,7.5,18.0,"EA Tiburon, n-Space",6,Low
BlazBlue: Calamity Trigger Portable,10,2010,2,PQube,0.07,0.01,0.03,0.01,0.11,82.0,14.0,7.8,18.0,Arc System Works,6,High
AirForce Delta Strike,7,2004,9,Konami Digital Entertainment,0.05,0.04,0.0,0.01,0.11,66.0,22.0,7.0,6.0,KCE Studios,6,Low
Pimp My Ride,12,2008,6,Activision,0.1,0.0,0.0,0.01,0.11,26.0,4.0,3.8,8.0,Eutechnyx,6,Low
Capcom vs. SNK 2 EO,4,2002,2,Capcom,0.09,0.02,0.0,0.0,0.11,68.0,20.0,8.9,27.0,Capcom,6,Average
Hot Wheels Velocity X,4,2002,6,THQ,0.09,0.02,0.0,0.0,0.11,55.0,4.0,6.4,5.0,Beyond Games,1,Low
Open Season,14,2006,4,Ubisoft,0.1,0.0,0.0,0.01,0.11,59.0,15.0,7.3,9.0,Ubisoft,2,Low
de Blob 2,2,2011,4,THQ,0.08,0.02,0.0,0.01,0.11,75.0,11.0,8.2,6.0,Halfbrick Studios,1,Average
Call of Juarez: The Cartel,5,2011,8,Ubisoft,0.05,0.05,0.0,0.01,0.11,51.0,12.0,3.3,126.0,Ubisoft,4,Low
Space Chimps,14,2008,4,Brash Entertainment,0.1,0.0,0.0,0.01,0.11,57.0,7.0,5.3,12.0,Red Tribe,2,Low
FIFA Soccer 06,10,2005,10,Electronic Arts,0.1,0.0,0.0,0.01,0.11,77.0,17.0,7.7,20.0,EA Sports,1,Average
JASF: Jane's Advanced Strike Fighters,8,2011,9,Deep Silver,0.07,0.03,0.0,0.01,0.11,41.0,7.0,3.1,7.0,Trickstar Games,6,Low
Digimon Story: Cyber Sleuth,9,2016,7,Namco Bandai Games,0.0,0.1,0.0,0.02,0.11,75.0,45.0,8.5,289.0,Media Vision,6,Average
Cloudy With a Chance of Meatballs,12,2009,4,Ubisoft,0.1,0.0,0.0,0.01,0.11,68.0,4.0,5.3,4.0,Ubisoft Shanghai,1,Average
The Settlers,2,2007,0,Ubisoft,0.1,0.0,0.0,0.01,0.11,39.0,6.0,5.6,7.0,Blue Byte,1,Low
Stronghold,5,2001,11,Gathering of Developers,0.0,0.09,0.0,0.02,0.11,81.0,19.0,8.9,224.0,FireFly Studios,6,High
Ridge Racer Unbounded,14,2012,6,Namco Bandai Games,0.05,0.05,0.0,0.01,0.11,71.0,59.0,7.7,56.0,Bugbear,6,Average
Mortal Kombat: Deception,4,2005,2,Midway Games,0.09,0.02,0.0,0.0,0.11,77.0,14.0,8.9,15.0,Midway,4,Average
ESPN NHL Hockey,15,2003,10,Sega,0.08,0.02,0.0,0.0,0.11,88.0,25.0,8.4,24.0,Kush Games,1,High
John Daly's ProStroke Golf,8,2010,10,O-Games,0.09,0.01,0.0,0.01,0.11,58.0,23.0,4.1,8.0,Gusto Games,1,Low
XXX,3,2002,0,Activision,0.08,0.03,0.0,0.0,0.11,50.0,13.0,5.0,4.0,Digital Eclipse,1,Low
Truth or Lies,14,2010,3,THQ,0.07,0.03,0.0,0.01,0.11,28.0,6.0,5.2,6.0,THQ,6,Low
Worms Forts: Under Siege,7,2004,11,Acclaim Entertainment,0.05,0.04,0.0,0.01,0.11,63.0,21.0,8.0,15.0,Team 17,6,Low
Project: Snowblind,15,2005,0,Eidos Interactive,0.08,0.02,0.0,0.0,0.11,79.0,44.0,7.0,10.0,Crystal Dynamics,6,High
Astro Boy: The Video Game,7,2009,0,D3Publisher,0.05,0.04,0.0,0.01,0.11,56.0,4.0,5.0,4.0,High Voltage Software,2,Low
Gabrielle's Ghostly Groove 3D,0,2011,1,Funbox Media,0.08,0.02,0.0,0.01,0.11,62.0,9.0,7.4,9.0,Santa Entertainment,1,Low
Cake Mania,2,2007,5,Majesco Entertainment,0.09,0.01,0.0,0.01,0.11,55.0,23.0,6.1,7.0,Digital Embryo,1,Low
Disney's Extreme Skate Adventure,15,2003,10,Activision,0.08,0.02,0.0,0.0,0.11,76.0,15.0,8.3,7.0,Toys for Bob,1,Average
Odama,4,2006,3,Nintendo,0.07,0.02,0.02,0.0,0.11,62.0,42.0,8.0,17.0,Vivarium,2,Low
Karaoke Revolution Presents American Idol Encore,14,2008,3,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,70.0,7.0,7.0,6.0,Blitz Games,1,Average
Naval Ops: Warship Gunner,7,2003,9,Tecmo Koei,0.05,0.04,0.0,0.01,0.11,67.0,17.0,8.9,23.0,Micro Cabin,6,Average
Bionicle Heroes,4,2006,8,Eidos Interactive,0.08,0.02,0.0,0.0,0.11,51.0,4.0,5.2,5.0,Traveller's Tales,2,Low
The King of Fighters 2000/2001,7,2003,2,Ignition Entertainment,0.05,0.04,0.0,0.01,0.11,71.0,31.0,8.6,17.0,SNK Playmore,6,Average
Valkyrie Drive: Bhikkhuni,11,2015,0,PQube,0.0,0.03,0.07,0.01,0.11,72.0,7.0,8.5,11.0,Marvelous Inc.,4,Average
Bodycount,8,2011,8,Codemasters,0.05,0.05,0.0,0.02,0.11,50.0,40.0,3.5,28.0,Guildford Studio,4,Low
Ninja Assault,7,2002,8,Namco Bandai Games,0.05,0.04,0.0,0.01,0.11,60.0,17.0,5.3,4.0,Namco,6,Low
Samurai Warriors 4,11,2014,0,Tecmo Koei,0.0,0.0,0.11,0.0,0.11,76.0,5.0,8.6,18.0,Omega Force,6,Average
Alias,7,2004,0,Acclaim Entertainment,0.05,0.04,0.0,0.01,0.11,64.0,31.0,8.0,10.0,Acclaim Studios Cheltenham,6,Low
Calling,12,2009,1,Konami Digital Entertainment,0.06,0.04,0.0,0.01,0.11,49.0,28.0,6.7,16.0,Hudson Entertainment,6,Low
Night at the Museum: Battle of the Smithsonian,14,2009,0,Majesco Entertainment,0.07,0.03,0.0,0.01,0.11,50.0,15.0,7.1,8.0,"Majesco Games, Majesco",2,Low
Spyborgs,12,2009,0,Capcom,0.09,0.01,0.0,0.01,0.11,66.0,30.0,6.3,6.0,Bionic Games,6,Low
NHL Rivals 2004,15,2003,10,Microsoft Game Studios,0.08,0.02,0.0,0.0,0.11,65.0,39.0,8.8,20.0,Microsoft Game Studios,1,Low
Bodycount,14,2011,8,Codemasters,0.07,0.03,0.0,0.01,0.11,53.0,61.0,4.7,73.0,Guildford Studio,4,Low
Avatar: The Last Airbender,10,2006,1,THQ,0.1,0.0,0.0,0.01,0.11,57.0,9.0,6.3,10.0,TOSE,2,Low
Death Jr.: Root of Evil,12,2008,4,Eidos Interactive,0.1,0.0,0.0,0.01,0.11,71.0,14.0,8.1,14.0,Backbone Entertainment,6,Average
Michael Phelps: Push the Limit,14,2011,10,505 Games,0.09,0.01,0.0,0.01,0.11,48.0,10.0,3.5,6.0,Blitz Games,1,Low
Lost in Blue,2,2005,1,Konami Digital Entertainment,0.07,0.02,0.02,0.01,0.11,69.0,33.0,7.8,21.0,Konami Computer Entertainment Hawaii,2,Average
Batman: Return to Arkham,16,2016,0,Warner Bros. Interactive Entertainment,0.05,0.05,0.0,0.01,0.11,77.0,6.0,8.2,43.0,"Rocksteady Studios, Virtuos",6,Average
Constantine,7,2005,0,SCi,0.05,0.04,0.0,0.01,0.11,58.0,29.0,7.4,24.0,Bits Studios,4,Low
Charlie and the Chocolate Factory,15,2005,1,Global Star,0.08,0.02,0.0,0.0,0.11,39.0,20.0,0.5,8.0,"High Voltage Software, Backbone Entertainment",1,Low
Dynasty Tactics 2,7,2003,11,Tecmo Koei,0.05,0.04,0.0,0.01,0.11,78.0,18.0,9.1,13.0,Koei,6,Average
Real World Golf,7,2005,10,Valcon Games,0.05,0.04,0.0,0.01,0.11,73.0,11.0,6.3,4.0,"Aqua Pacific, In2Games",1,Average
Ty the Tasmanian Tiger 2: Bush Rescue,15,2004,4,Electronic Arts,0.08,0.02,0.0,0.0,0.11,69.0,29.0,8.8,4.0,Krome Studios,1,Average
Blazblue: Continuum Shift Extend,11,2011,2,PQube,0.03,0.05,0.02,0.02,0.11,83.0,28.0,7.5,97.0,Arc System Works,6,High
Mushroom Men: Rise of the Fungi,2,2008,0,SouthPeak Games,0.1,0.0,0.0,0.01,0.11,45.0,16.0,7.3,4.0,Red Fly Studio,1,Low
The Polar Express,4,2004,1,THQ,0.08,0.02,0.0,0.0,0.11,40.0,7.0,4.7,9.0,Blue Tongue Entertainment,1,Low
BMX XXX,15,2002,10,Acclaim Entertainment,0.08,0.02,0.0,0.0,0.11,58.0,26.0,7.8,9.0,"Z-Axis, Ltd.",4,Low
Frogger: Helmet Chaos,10,2005,4,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,66.0,18.0,6.4,5.0,Konami Computer Entertainment Hawaii,1,Low
Pimp My Ride,14,2006,6,Activision,0.1,0.0,0.0,0.01,0.11,38.0,14.0,3.8,29.0,Eutechnyx,6,Low
RIGS: Mechanized Combat League,9,2016,0,Sony Computer Entertainment,0.03,0.05,0.01,0.02,0.11,79.0,42.0,7.9,76.0,Guerilla Cambridge,6,High
Hellboy: The Science of Evil,14,2008,0,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,44.0,31.0,5.7,9.0,Krome Studios,6,Low
NBA Live 16,16,2015,10,Electronic Arts,0.09,0.01,0.0,0.01,0.11,60.0,17.0,5.6,62.0,EA Sports,1,Low
Sonic Generations,5,2011,4,Sega,0.02,0.07,0.0,0.02,0.11,77.0,11.0,8.3,337.0,Sega,1,Average
Astro Boy: The Video Game,12,2009,0,D3Publisher,0.1,0.0,0.0,0.01,0.11,48.0,17.0,3.5,4.0,High Voltage Software,2,Low
[Prototype 2],5,2012,0,Activision,0.07,0.03,0.0,0.01,0.11,76.0,12.0,6.4,389.0,Radical Entertainment,4,Average
Cabela's North American Adventures,14,2010,10,Activision,0.1,0.0,0.0,0.01,0.11,51.0,5.0,9.0,4.0,FUN Labs,6,Low
Rengoku: The Tower of Purgatory,10,2005,0,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,43.0,30.0,5.6,22.0,Neverland,4,Low
Bust-A-Move DS,2,2005,5,505 Games,0.08,0.02,0.0,0.01,0.11,75.0,14.0,7.0,6.0,Happy Happening,1,Average
God Eater 2: Rage Burst,9,2015,7,Namco Bandai Games,0.0,0.01,0.09,0.0,0.11,69.0,35.0,8.0,79.0,Shift,6,Average
BlazBlue: Continuum Shift II,0,2011,2,PQube,0.05,0.01,0.04,0.01,0.11,64.0,14.0,6.1,19.0,Arc System Works,6,Low
Mega Man Zero 4,3,2005,4,Capcom,0.08,0.03,0.0,0.0,0.11,77.0,17.0,9.1,21.0,Inti,1,Average
NASCAR '14,8,2014,6,Deep Silver,0.09,0.0,0.0,0.02,0.11,67.0,7.0,4.6,20.0,Eutechnyx,1,Average
Where the Wild Things Are,8,2009,4,Warner Bros. Interactive Entertainment,0.09,0.01,0.0,0.01,0.11,53.0,8.0,4.8,4.0,Griptonite Games,2,Low
DJ Max Fever,10,2009,3,PM Studios,0.09,0.0,0.0,0.01,0.11,77.0,5.0,6.5,13.0,Pentavision Entertainment,6,Average
Shrek: Forever After,14,2010,4,Activision,0.1,0.0,0.0,0.01,0.11,62.0,22.0,6.2,9.0,Xpec,2,Low
Dawn of Discovery,2,2009,9,Ubisoft,0.07,0.03,0.0,0.01,0.11,82.0,11.0,7.3,7.0,Keen Games,1,High
Pro Evolution Soccer 2016,16,2015,10,Konami Digital Entertainment,0.04,0.06,0.0,0.01,0.11,85.0,14.0,6.2,144.0,Konami,1,High
Tiger Woods PGA Tour 06,4,2005,10,Electronic Arts,0.08,0.02,0.0,0.0,0.11,82.0,19.0,4.8,4.0,EA Sports,1,High
ArmA III,5,2013,8,Bohemia Interactive,0.0,0.1,0.0,0.01,0.11,74.0,38.0,7.4,866.0,Bohemia Interactive,4,Average
FIFA World Cup Germany 2006,10,2006,10,Electronic Arts,0.1,0.0,0.0,0.01,0.11,72.0,15.0,7.3,8.0,EA Canada,1,Average
Reign of Fire,4,2002,8,BAM! Entertainment,0.08,0.02,0.0,0.0,0.11,54.0,9.0,5.9,7.0,Kuju Entertainment,6,Low
MLB 14: The Show,11,2014,10,Sony Computer Entertainment America,0.08,0.0,0.0,0.03,0.11,68.0,6.0,7.0,25.0,SCEA San Diego Studios,1,Average
Rogue Warrior,14,2009,8,Bethesda Softworks,0.09,0.01,0.0,0.01,0.11,28.0,33.0,2.8,64.0,Rebellion,4,Low
Mace Griffin: Bounty Hunter,15,2003,8,Electronic Arts,0.08,0.02,0.0,0.0,0.11,64.0,27.0,8.2,11.0,Warthog,4,Low
Martian Gothic: Unification,6,2001,1,Take-Two Interactive,0.06,0.04,0.0,0.01,0.11,64.0,4.0,6.1,16.0,Coyote Developments,4,Low
Fight Club,15,2004,2,Vivendi Games,0.08,0.02,0.0,0.0,0.11,37.0,29.0,4.7,13.0,Genuine Games,4,Low
